"name","first_release","versions","archived","index"
"ModelMetrics","2016-08-16 23:11:00",2,TRUE,10223
"multigraph","2016-08-17 00:17:00",6,TRUE,10224
"BuyseTest","2016-08-17 08:40:00",1,FALSE,10225
"GenomicTools","2016-08-17 08:40:00",7,TRUE,10226
"RRate","2016-08-17 08:40:00",1,FALSE,10227
"rpinterest","2016-08-17 09:00:00",1,FALSE,10228
"phybreak","2016-08-17 10:23:00",3,TRUE,10229
"opera","2016-08-17 10:26:00",1,FALSE,10230
"GAS","2016-08-17 18:03:00",14,TRUE,10231
"banxicoR","2016-08-17 18:05:00",1,FALSE,10232
"IHSEP","2016-08-18 08:02:00",2,TRUE,10233
"catlearn","2016-08-18 10:40:00",3,TRUE,10234
"petrinetR","2016-08-18 11:38:00",1,FALSE,10235
"electionsBR","2016-08-18 13:57:00",3,TRUE,10236
"ldstatsHD","2016-08-18 13:57:00",2,TRUE,10237
"imp4p","2016-08-18 15:23:00",5,TRUE,10238
"kamila","2016-08-18 22:46:00",1,FALSE,10239
"sentimentr","2016-08-19 12:02:00",4,TRUE,10240
"NMI","2016-08-19 12:04:00",2,TRUE,10241
"iprior","2016-08-19 15:05:00",6,TRUE,10242
"okcupiddata","2016-08-19 15:05:00",1,FALSE,10243
"sparsebn","2016-08-19 19:42:00",5,TRUE,10244
"apa","2016-08-19 19:46:00",2,TRUE,10245
"ctqr","2016-08-20 08:31:00",1,FALSE,10246
"predictionInterval","2016-08-20 13:39:00",1,FALSE,10247
"rpostgis","2016-08-20 14:37:00",9,TRUE,10248
"bikeshare14","2016-08-21 08:55:00",1,FALSE,10249
"OSMscale","2016-08-21 16:33:00",4,TRUE,10250
"PDM","2016-08-21 16:33:00",1,FALSE,10251
"zebu","2016-08-21 20:05:00",3,TRUE,10252
"ph2mult","2016-08-21 20:07:00",2,TRUE,10253
"indelmiss","2016-08-21 23:59:00",1,FALSE,10254
"SSRA","2016-08-22 08:00:00",1,FALSE,10255
"kzfs","2016-08-22 08:00:00",3,TRUE,10256
"supervisedPRIM","2016-08-22 08:00:00",2,TRUE,10257
"liqueueR","2016-08-22 17:53:00",1,FALSE,10258
"cooccurNet","2016-08-22 18:43:00",7,TRUE,10259
"respirometry","2016-08-23 00:17:00",6,TRUE,10260
"CTM","2016-08-23 13:25:00",2,TRUE,10261
"red","2016-08-23 13:55:00",11,TRUE,10262
"Difdtl","2016-08-23 14:31:00",1,TRUE,10263
"onlineCPD","2016-08-23 18:00:00",1,TRUE,10264
"not","2016-08-23 21:15:00",1,FALSE,10265
"evidenceFactors","2016-08-24 16:02:00",1,FALSE,10266
"makeFlow","2016-08-24 16:02:00",1,FALSE,10267
"JWileymisc","2016-08-24 16:38:00",2,TRUE,10268
"seleniumPipes","2016-08-24 19:46:00",2,TRUE,10269
"GRAPE","2016-08-25 07:59:00",1,FALSE,10270
"JSM","2016-08-25 07:59:00",3,TRUE,10271
"memo","2016-08-25 08:00:00",1,FALSE,10272
"qfasar","2016-08-25 08:01:00",4,TRUE,10273
"sfc","2016-08-25 08:01:00",1,FALSE,10274
"velox","2016-08-25 08:01:00",2,TRUE,10275
"PBIBD","2016-08-25 12:04:00",3,TRUE,10276
"sunburstR","2016-08-25 21:03:00",7,TRUE,10277
"MSGARCH","2016-08-26 00:46:00",7,TRUE,10278
"DHARMa","2016-08-26 17:06:00",6,TRUE,10279
"MBSGS","2016-08-26 22:33:00",2,TRUE,10280
"metacoder","2016-08-26 22:35:00",2,TRUE,10281
"voxel","2016-08-26 22:43:00",2,TRUE,10282
"stR","2016-08-26 22:46:00",3,TRUE,10283
"sFFLHD","2016-08-27 05:52:00",2,TRUE,10284
"optband","2016-08-27 12:19:00",3,TRUE,10285
"edfun","2016-08-27 12:24:00",1,FALSE,10286
"oceanmap","2016-08-27 13:48:00",8,TRUE,10287
"ndjson","2016-08-27 18:17:00",2,TRUE,10288
"Rtextrankr","2016-08-27 21:06:00",1,FALSE,10289
"XR","2016-08-28 05:35:00",2,TRUE,10290
"dynpanel","2016-08-28 11:24:00",1,FALSE,10291
"censusGeography","2016-08-28 22:30:00",1,FALSE,10292
"DstarM","2016-08-29 06:18:00",3,TRUE,10293
"MetaheuristicFPA","2016-08-29 06:18:00",1,FALSE,10294
"diffobj","2016-08-29 06:18:00",5,TRUE,10295
"tpAUC","2016-08-29 06:18:00",3,TRUE,10296
"RSSOP","2016-08-29 06:35:00",2,TRUE,10297
"algorithmia","2016-08-29 06:56:00",2,TRUE,10298
"TPEA","2016-08-29 10:06:00",5,TRUE,10299
"forcats","2016-08-29 15:44:00",3,TRUE,10300
"mdsr","2016-08-29 15:44:00",2,TRUE,10301
"spselect","2016-08-29 16:53:00",1,FALSE,10302
"devRate","2016-08-29 22:37:00",6,TRUE,10303
"joinXL","2016-08-29 22:48:00",2,TRUE,10304
"rmcorr","2016-08-29 23:03:00",2,TRUE,10305
"episheet","2016-08-30 10:50:00",2,TRUE,10306
"elementR","2016-08-30 13:22:00",7,TRUE,10307
"cartogram","2016-08-30 16:47:00",2,TRUE,10308
"PASenseWear","2016-08-30 17:22:00",1,FALSE,10309
"NFP","2016-08-31 06:23:00",2,TRUE,10310
"qualpalr","2016-08-31 06:23:00",7,TRUE,10311
"factorstochvol","2016-08-31 06:39:00",3,TRUE,10312
"fpa","2016-08-31 08:21:00",1,FALSE,10313
"MendelianRandomization","2016-08-31 10:15:00",3,TRUE,10314
"meanShiftR","2016-08-31 12:31:00",2,TRUE,10315
"scphaser","2016-08-31 12:54:00",1,TRUE,10316
"T2EQ","2016-08-31 18:46:00",1,FALSE,10317
"modelr","2016-08-31 18:47:00",2,TRUE,10318
"paintmap","2016-08-31 18:47:00",1,FALSE,10319
"xlutils3","2016-08-31 18:47:00",1,FALSE,10320
"recordr","2016-08-31 20:20:00",1,TRUE,10321
"nearfar","2016-08-31 23:35:00",2,TRUE,10322
"earthtones","2016-09-01 11:17:00",1,FALSE,10323
"VRPM","2016-09-01 13:41:00",2,TRUE,10324
"RNifti","2016-09-01 15:29:00",10,TRUE,10325
"rintrojs","2016-09-01 16:25:00",4,TRUE,10326
"EffectStars2","2016-09-01 16:26:00",1,FALSE,10327
"IsoSpecR","2016-09-01 16:28:00",3,TRUE,10328
"statcomp","2016-09-01 16:30:00",1,FALSE,10329
"ecdfHT","2016-09-01 17:36:00",2,TRUE,10330
"XRJulia","2016-09-02 10:11:00",2,TRUE,10331
"pdp","2016-09-02 10:19:00",8,TRUE,10332
"FPCA2D","2016-09-02 10:21:00",1,FALSE,10333
"nhstplot","2016-09-02 19:33:00",2,TRUE,10334
"madr","2016-09-02 19:45:00",2,TRUE,10335
"spex","2016-09-02 21:11:00",3,TRUE,10336
"TreeBUGS","2016-09-02 21:33:00",5,TRUE,10337
"musica","2016-09-03 08:01:00",1,FALSE,10338
"spatialClust","2016-09-03 08:01:00",1,FALSE,10339
"misclassGLM","2016-09-03 14:39:00",1,FALSE,10340
"rtide","2016-09-03 18:53:00",3,TRUE,10341
"gridsampler","2016-09-03 21:50:00",2,TRUE,10342
"RcmdrPlugin.FuzzyClust","2016-09-04 07:36:00",1,FALSE,10343
"fontBitstreamVera","2016-09-04 08:01:00",2,TRUE,10344
"advclust","2016-09-04 11:49:00",1,FALSE,10345
"DMRMark","2016-09-04 18:14:00",3,TRUE,10346
"fontquiver","2016-09-04 18:14:00",3,TRUE,10347
"rcompanion","2016-09-04 18:48:00",13,TRUE,10348
"tableMatrix","2016-09-05 14:15:00",1,FALSE,10349
"Trading","2016-09-06 00:04:00",2,TRUE,10350
"XRPython","2016-09-06 06:03:00",2,TRUE,10351
"splines2","2016-09-06 06:03:00",8,TRUE,10352
"dhga","2016-09-06 06:12:00",1,FALSE,10353
"InterpretMSSpectrum","2016-09-06 08:04:00",3,TRUE,10354
"hypoparsr","2016-09-06 08:04:00",1,FALSE,10355
"FuzzyMCDM","2016-09-06 10:20:00",2,TRUE,10356
"scoringRules","2016-09-06 10:25:00",5,TRUE,10357
"SpadeR","2016-09-06 12:53:00",1,FALSE,10358
"plotwidgets","2016-09-06 12:53:00",1,FALSE,10359
"ClusterR","2016-09-06 13:59:00",9,TRUE,10360
"statquotes","2016-09-06 16:23:00",2,TRUE,10361
"spikes","2016-09-06 23:32:00",2,TRUE,10362
"NetworkComparisonTest","2016-09-07 00:16:00",2,TRUE,10363
"freesurfer","2016-09-07 06:49:00",3,TRUE,10364
"lowmemtkmeans","2016-09-07 06:49:00",3,TRUE,10365
"thief","2016-09-07 06:49:00",1,FALSE,10366
"liftLRD","2016-09-07 12:41:00",2,TRUE,10367
"arc","2016-09-07 16:22:00",4,TRUE,10368
"etseed","2016-09-07 23:16:00",1,FALSE,10369
"IAPWS95","2016-09-08 00:14:00",1,FALSE,10370
"gogamer","2016-09-08 05:33:00",1,FALSE,10371
"smotefamily","2016-09-08 05:33:00",2,TRUE,10372
"FinePop","2016-09-08 08:28:00",7,TRUE,10373
"microclass","2016-09-08 08:46:00",3,TRUE,10374
"GSAQ","2016-09-08 11:07:00",1,FALSE,10375
"GeneralTree","2016-09-08 18:57:00",1,TRUE,10376
"PlasmaMutationDetector","2016-09-09 08:13:00",2,TRUE,10377
"LSAmitR","2016-09-09 10:21:00",2,TRUE,10378
"softmaxreg","2016-09-09 10:37:00",1,FALSE,10379
"tidyverse","2016-09-09 16:07:00",5,TRUE,10380
"ALSM","2016-09-09 22:46:00",8,TRUE,10381
"horizon","2016-09-09 23:06:00",1,FALSE,10382
"DMwR2","2016-09-09 23:10:00",2,TRUE,10383
"qha","2016-09-09 23:29:00",1,FALSE,10384
"ptstem","2016-09-09 23:31:00",3,TRUE,10385
"rasterImage","2016-09-09 23:33:00",1,FALSE,10386
"simputation","2016-09-09 23:44:00",4,TRUE,10387
"remotes","2016-09-09 23:54:00",2,TRUE,10388
"ecr","2016-09-10 16:06:00",4,TRUE,10389
"gettz","2016-09-10 20:42:00",3,TRUE,10390
"htmltidy","2016-09-10 22:18:00",4,TRUE,10391
"farff","2016-09-10 22:22:00",1,FALSE,10392
"monkeylearn","2016-09-11 06:36:00",2,TRUE,10393
"radiant.data","2016-09-11 10:16:00",3,TRUE,10394
"endtoend","2016-09-11 11:09:00",1,FALSE,10395
"IsoriX","2016-09-11 14:32:00",4,TRUE,10396
"elasticIsing","2016-09-11 16:37:00",1,FALSE,10397
"FREddyPro","2016-09-11 17:14:00",1,FALSE,10398
"SnakeCharmR","2016-09-12 06:11:00",3,TRUE,10399
"deadband","2016-09-12 06:11:00",1,FALSE,10400
"robmed","2016-09-12 06:11:00",2,TRUE,10401
"BootMRMR","2016-09-12 13:08:00",1,FALSE,10402
"MIAmaxent","2016-09-12 13:08:00",3,TRUE,10403
"nlstimedist","2016-09-12 13:09:00",3,TRUE,10404
"JOUSBoost","2016-09-12 18:55:00",3,TRUE,10405
"largeVis","2016-09-13 01:04:00",5,TRUE,10406
"anytime","2016-09-13 09:45:00",11,TRUE,10407
"bayesAB","2016-09-13 09:45:00",4,TRUE,10408
"rpsftm","2016-09-13 09:45:00",6,TRUE,10409
"spectral","2016-09-13 09:45:00",2,TRUE,10410
"CatEncoders","2016-09-13 19:19:00",2,TRUE,10411
"shinyLP","2016-09-13 19:19:00",2,TRUE,10412
"DamiaNN","2016-09-14 16:50:00",1,FALSE,10413
"MMDai","2016-09-14 16:50:00",7,TRUE,10414
"SmartSifter","2016-09-14 16:50:00",1,FALSE,10415
"StepwiseTest","2016-09-14 16:50:00",1,FALSE,10416
"ldbod","2016-09-14 16:51:00",3,TRUE,10417
"splitfngr","2016-09-14 16:51:00",2,TRUE,10418
"deBInfer","2016-09-14 19:44:00",1,FALSE,10419
"gitgadget","2016-09-14 19:44:00",2,TRUE,10420
"pipefittr","2016-09-14 19:44:00",1,FALSE,10421
"qqvases","2016-09-14 19:50:00",1,FALSE,10422
"regexPipes","2016-09-14 19:50:00",1,FALSE,10423
"skeleSim","2016-09-14 22:19:00",3,TRUE,10424
"RSSL","2016-09-14 22:24:00",2,TRUE,10425
"RRedshiftSQL","2016-09-14 22:31:00",1,FALSE,10426
"radiant.design","2016-09-14 22:32:00",2,TRUE,10427
"radiant.basics","2016-09-15 01:09:00",2,TRUE,10428
"profmem","2016-09-15 06:14:00",1,FALSE,10429
"DRR","2016-09-15 13:46:00",1,FALSE,10430
"hkclustering","2016-09-15 13:46:00",1,FALSE,10431
"sonar","2016-09-15 13:46:00",1,FALSE,10432
"GRS.test","2016-09-15 14:16:00",2,TRUE,10433
"r2glmm","2016-09-15 14:16:00",3,TRUE,10434
"MetaboQC","2016-09-15 15:49:00",1,FALSE,10435
"PEGroupTesting","2016-09-15 15:49:00",1,FALSE,10436
"qrencoder","2016-09-15 23:50:00",1,FALSE,10437
"BalanceCheck","2016-09-15 23:52:00",1,FALSE,10438
"coRanking","2016-09-16 16:10:00",1,FALSE,10439
"envirem","2016-09-16 16:12:00",2,TRUE,10440
"fishkirkko2015","2016-09-16 16:15:00",1,FALSE,10441
"RobustGaSP","2016-09-16 22:46:00",3,TRUE,10442
"inlmisc","2016-09-16 22:52:00",14,TRUE,10443
"smooth","2016-09-16 22:52:00",19,TRUE,10444
"moko","2016-09-17 01:09:00",2,TRUE,10445
"radiant.multivariate","2016-09-17 01:11:00",2,TRUE,10446
"brm","2016-09-17 05:10:00",1,FALSE,10447
"INSPIRE","2016-09-17 10:12:00",3,TRUE,10448
"distdrawr","2016-09-17 10:16:00",3,TRUE,10449
"fitdc","2016-09-18 06:56:00",1,FALSE,10450
"radiant.model","2016-09-18 10:52:00",2,TRUE,10451
"smoothAPC","2016-09-18 10:59:00",2,TRUE,10452
"Tlasso","2016-09-19 05:48:00",1,FALSE,10453
"recexcavAAR","2016-09-19 05:48:00",3,TRUE,10454
"htdp","2016-09-19 09:06:00",1,FALSE,10455
"rakeR","2016-09-19 09:19:00",4,TRUE,10456
"UCR.ColumnNames","2016-09-19 14:04:00",1,FALSE,10457
"fastLSU","2016-09-20 07:21:00",1,TRUE,10458
"msaenet","2016-09-20 07:21:00",10,TRUE,10459
"ctl","2016-09-20 13:39:00",1,FALSE,10460
"aspi","2016-09-20 16:46:00",1,FALSE,10461
"samplesizelogisticcasecontrol","2016-09-20 21:07:00",2,TRUE,10462
"furniture","2016-09-20 21:51:00",8,TRUE,10463
"Counterfactual","2016-09-20 23:25:00",2,TRUE,10464
"colorplaner","2016-09-21 05:27:00",3,TRUE,10465
"Barycenter","2016-09-21 13:40:00",2,TRUE,10466
"downsize","2016-09-21 13:40:00",4,TRUE,10467
"neuropsychology","2016-09-21 14:29:00",4,TRUE,10468
"BIOMASS","2016-09-21 17:27:00",2,TRUE,10469
"textgRid","2016-09-21 17:55:00",1,FALSE,10470
"darksky","2016-09-22 07:22:00",2,TRUE,10471
"sensitivityfull","2016-09-22 07:22:00",2,TRUE,10472
"uwIntroStats","2016-09-22 07:23:00",2,TRUE,10473
"RcmdrPlugin.PcaRobust","2016-09-22 14:50:00",1,FALSE,10474
"emon","2016-09-22 14:50:00",2,TRUE,10475
"strategicplayers","2016-09-22 15:10:00",1,FALSE,10476
"plotluck","2016-09-22 21:06:00",2,TRUE,10477
"trelloR","2016-09-22 22:01:00",1,FALSE,10478
"rptR","2016-09-23 09:31:00",3,TRUE,10479
"pkmon","2016-09-24 10:40:00",1,FALSE,10480
"QRAGadget","2016-09-24 10:56:00",1,FALSE,10481
"Rdice","2016-09-24 10:58:00",1,FALSE,10482
"AmyloGram","2016-09-24 11:40:00",2,TRUE,10483
"plogr","2016-09-24 16:23:00",1,FALSE,10484
"sparklyr","2016-09-24 20:40:00",13,TRUE,10485
"genderNames","2016-09-25 13:09:00",1,TRUE,10486
"ensembleR","2016-09-25 14:42:00",1,FALSE,10487
"textmining","2016-09-25 22:56:00",1,FALSE,10488
"dfphase1","2016-09-25 23:10:00",4,TRUE,10489
"LendingClub","2016-09-26 06:03:00",5,TRUE,10490
"QQperm","2016-09-26 06:03:00",2,TRUE,10491
"combiter","2016-09-26 06:03:00",3,TRUE,10492
"TSS.RESTREND","2016-09-26 11:31:00",1,FALSE,10493
"sticky","2016-09-26 12:24:00",4,TRUE,10494
"refimpact","2016-09-26 14:47:00",2,TRUE,10495
"arulesCBA","2016-09-26 21:38:00",6,TRUE,10496
"malani","2016-09-26 21:44:00",1,FALSE,10497
"PersomicsArray","2016-09-26 21:59:00",1,FALSE,10498
"TestFunctions","2016-09-26 22:42:00",2,TRUE,10499
"RSauceLabs","2016-09-26 22:44:00",1,FALSE,10500
"sdmpredictors","2016-09-26 22:46:00",3,TRUE,10501
"neurobase","2016-09-27 06:41:00",3,TRUE,10502
"exprso","2016-09-27 14:39:00",5,TRUE,10503
"scdhlm","2016-09-27 19:29:00",2,TRUE,10504
"RNHANES","2016-09-27 19:32:00",2,TRUE,10505
"FuzzyR","2016-09-28 06:34:00",2,TRUE,10506
"elhmc","2016-09-28 15:10:00",2,TRUE,10507
"ragtop","2016-09-28 15:10:00",1,FALSE,10508
"RDocumentation","2016-09-28 17:34:00",5,TRUE,10509
"curry","2016-09-28 20:18:00",1,FALSE,10510
"MatchItSE","2016-09-28 20:44:00",1,FALSE,10511
"DPBBM","2016-09-29 06:02:00",1,FALSE,10512
"scanstatistics","2016-09-29 09:37:00",2,TRUE,10513
"BigSEM","2016-09-29 21:46:00",1,FALSE,10514
"gdmp","2016-09-29 21:48:00",1,FALSE,10515
"knotR","2016-09-30 06:30:00",2,TRUE,10516
"sublime","2016-09-30 06:30:00",1,FALSE,10517
"gTests","2016-09-30 08:58:00",2,TRUE,10518
"lvnet","2016-09-30 22:58:00",4,TRUE,10519
"spass","2016-09-30 23:00:00",2,TRUE,10520
"GEint","2016-09-30 23:07:00",3,TRUE,10521
"gdns","2016-09-30 23:08:00",2,TRUE,10522
"sBIC","2016-10-01 12:31:00",1,FALSE,10523
"stremr","2016-10-01 12:36:00",3,TRUE,10524
"expandFunctions","2016-10-01 13:05:00",1,FALSE,10525
"D3partitionR","2016-10-01 13:08:00",5,TRUE,10526
"fixedTimeEvents","2016-10-02 08:12:00",1,FALSE,10527
"pollen","2016-10-02 08:12:00",4,TRUE,10528
"EBASS","2016-10-02 11:18:00",1,FALSE,10529
"mcgfa","2016-10-02 20:52:00",1,FALSE,10530
"valorate","2016-10-02 20:54:00",2,TRUE,10531
"GSMX","2016-10-03 06:17:00",4,TRUE,10532
"janitor","2016-10-03 06:17:00",3,TRUE,10533
"meteoland","2016-10-03 06:17:00",6,TRUE,10534
"LabourMarketAreas","2016-10-03 21:55:00",4,TRUE,10535
"corehunter","2016-10-03 22:14:00",4,TRUE,10536
"ordDisp","2016-10-04 13:43:00",1,FALSE,10537
"graphql","2016-10-04 15:45:00",5,TRUE,10538
"bgsmtr","2016-10-04 15:49:00",1,FALSE,10539
"base64url","2016-10-04 16:53:00",3,TRUE,10540
"Rodam","2016-10-05 07:29:00",1,FALSE,10541
"SurvDisc","2016-10-05 07:29:00",1,FALSE,10542
"automultinomial","2016-10-05 07:29:00",1,FALSE,10543
"phylopath","2016-10-05 07:29:00",7,TRUE,10544
"sAIC","2016-10-05 07:30:00",1,FALSE,10545
"smapr","2016-10-05 07:30:00",3,TRUE,10546
"ssc","2016-10-05 07:30:00",1,FALSE,10547
"wiqid","2016-10-05 07:30:00",4,TRUE,10548
"otrimle","2016-10-05 12:37:00",4,TRUE,10549
"jocre","2016-10-05 20:33:00",4,TRUE,10550
"xtractomatic","2016-10-05 20:51:00",5,TRUE,10551
"tsSelect","2016-10-05 23:38:00",1,FALSE,10552
"BEACH","2016-10-05 23:41:00",2,TRUE,10553
"bigFastlm","2016-10-06 11:06:00",2,TRUE,10554
"brea","2016-10-06 11:06:00",2,TRUE,10555
"multiCA","2016-10-06 17:11:00",2,TRUE,10556
"glm.predict","2016-10-06 18:05:00",5,TRUE,10557
"MCMCvis","2016-10-06 18:09:00",4,TRUE,10558
"LNIRT","2016-10-06 19:40:00",2,TRUE,10559
"fragilityindex","2016-10-06 19:52:00",4,TRUE,10560
"plater","2016-10-06 19:55:00",2,TRUE,10561
"dotCall64","2016-10-07 07:19:00",2,TRUE,10562
"tint","2016-10-07 07:19:00",3,TRUE,10563
"rpql","2016-10-07 07:23:00",1,FALSE,10564
"gamreg","2016-10-07 08:56:00",3,TRUE,10565
"sharpeRratio","2016-10-07 16:30:00",1,FALSE,10566
"CensSpatial","2016-10-08 06:48:00",4,TRUE,10567
"g2f","2016-10-08 06:48:00",1,FALSE,10568
"ptwikiwords","2016-10-08 06:48:00",1,FALSE,10569
"gbts","2016-10-08 16:55:00",3,TRUE,10570
"preText","2016-10-08 17:02:00",4,TRUE,10571
"yarrr","2016-10-08 17:06:00",5,TRUE,10572
"aVirtualTwins","2016-10-09 07:15:00",1,FALSE,10573
"sNPLS","2016-10-09 11:06:00",8,TRUE,10574
"rRAP","2016-10-09 15:12:00",2,TRUE,10575
"findviews","2016-10-09 20:33:00",4,TRUE,10576
"haploReconstruct","2016-10-10 16:18:00",1,FALSE,10577
"medicare","2016-10-10 16:18:00",3,TRUE,10578
"rust","2016-10-10 16:18:00",7,TRUE,10579
"rust","2016-10-10 16:18:00",7,TRUE,10580
"rgw","2016-10-10 17:32:00",1,FALSE,10581
"PTXQC","2016-10-11 10:42:00",9,TRUE,10582
"briskaR","2016-10-11 10:42:00",2,TRUE,10583
"exp2flux","2016-10-11 10:42:00",1,FALSE,10584
"GFA","2016-10-11 16:56:00",3,TRUE,10585
"oddsratio","2016-10-11 22:03:00",5,TRUE,10586
"MethodCompare","2016-10-11 22:37:00",1,FALSE,10587
"bhm","2016-10-11 22:37:00",2,TRUE,10588
"GauPro","2016-10-11 22:39:00",4,TRUE,10589
"PRISMAstatement","2016-10-11 22:41:00",1,FALSE,10590
"sofa","2016-10-13 00:01:00",1,FALSE,10591
"MEclustnet","2016-10-13 09:30:00",2,TRUE,10592
"EnvCpt","2016-10-13 18:36:00",1,FALSE,10593
"MBC","2016-10-13 18:36:00",4,TRUE,10594
"convertr","2016-10-13 18:37:00",1,FALSE,10595
"easyreg","2016-10-13 18:37:00",1,FALSE,10596
"scvxclustr","2016-10-13 18:37:00",1,TRUE,10597
"gpg","2016-10-13 18:50:00",5,TRUE,10598
"ISR3","2016-10-13 22:21:00",1,FALSE,10599
"d3r","2016-10-13 22:26:00",13,TRUE,10600
"QuantTools","2016-10-13 22:29:00",7,TRUE,10601
"dbfaker","2016-10-13 22:39:00",1,FALSE,10602
"bioimagetools","2016-10-14 06:16:00",4,TRUE,10603
"rdpla","2016-10-14 06:16:00",2,TRUE,10604
"scan","2016-10-14 14:22:00",1,FALSE,10605
"RAC","2016-10-15 09:16:00",2,TRUE,10606
"RSarules","2016-10-15 09:21:00",1,FALSE,10607
"fontLiberation","2016-10-15 09:24:00",1,FALSE,10608
"types","2016-10-15 09:31:00",1,FALSE,10609
"nucim","2016-10-15 16:52:00",2,TRUE,10610
"eulerr","2016-10-16 00:45:00",6,TRUE,10611
"KnapsackSampling","2016-10-16 13:13:00",1,FALSE,10612
"SyncRNG","2016-10-16 15:39:00",2,TRUE,10613
"SyncRNG","2016-10-16 15:39:00",2,TRUE,10614
"ebimetagenomics","2016-10-16 17:23:00",2,TRUE,10615
"Tcomp","2016-10-16 22:55:00",1,FALSE,10616
"goldi","2016-10-16 22:58:00",2,TRUE,10617
"DirectStandardisation","2016-10-16 23:00:00",3,TRUE,10618
"GraphFactor","2016-10-17 09:09:00",1,FALSE,10619
"sgee","2016-10-17 09:09:00",2,TRUE,10620
"HiCglmi","2016-10-17 16:59:00",2,TRUE,10621
"unsystation","2016-10-17 17:00:00",2,TRUE,10622
"cryst","2016-10-18 08:20:00",1,FALSE,10623
"rFSA","2016-10-18 08:20:00",1,FALSE,10624
"qualtRics","2016-10-18 08:36:00",5,TRUE,10625
"jwutil","2016-10-18 08:46:00",1,FALSE,10626
"rbi","2016-10-18 09:33:00",5,TRUE,10627
"TDPanalysis","2016-10-18 12:39:00",1,FALSE,10628
"rhoR","2016-10-18 21:51:00",2,TRUE,10629
"fitplc","2016-10-19 11:07:00",3,TRUE,10630
"moveWindSpeed","2016-10-19 11:07:00",2,TRUE,10631
"PCSinR","2016-10-19 20:12:00",1,FALSE,10632
"QNB","2016-10-19 20:37:00",9,TRUE,10633
"validatejsonr","2016-10-19 23:56:00",1,FALSE,10634
"ggloop","2016-10-19 23:58:00",1,FALSE,10635
"ABC.RAP","2016-10-20 08:52:00",1,FALSE,10636
"MHTdiscrete","2016-10-20 21:16:00",5,TRUE,10637
"MullerPlot","2016-10-20 21:16:00",1,FALSE,10638
"corlink","2016-10-20 21:17:00",1,FALSE,10639
"ecm","2016-10-21 08:32:00",12,TRUE,10640
"ramidst","2016-10-21 12:09:00",1,FALSE,10641
"colormap","2016-10-21 19:37:00",2,TRUE,10642
"gWQS","2016-10-21 19:38:00",1,FALSE,10643
"GSED","2016-10-21 19:47:00",6,TRUE,10644
"rpms","2016-10-21 19:56:00",3,TRUE,10645
"phuassess","2016-10-22 09:45:00",2,TRUE,10646
"ubeR","2016-10-22 10:17:00",2,TRUE,10647
"keyringr","2016-10-23 11:18:00",4,TRUE,10648
"photobiologyLEDs","2016-10-23 16:51:00",2,TRUE,10649
"photobiologyLEDs","2016-10-23 16:51:00",2,TRUE,10650
"photobiologyLamps","2016-10-23 16:51:00",1,FALSE,10651
"phrasemachine","2016-10-24 15:14:00",3,TRUE,10652
"pinbasic","2016-10-24 22:41:00",5,TRUE,10653
"edarf","2016-10-24 22:42:00",3,TRUE,10654
"gym","2016-10-24 22:57:00",1,FALSE,10655
"poliscidata","2016-10-24 23:16:00",1,FALSE,10656
"solvebio","2016-10-25 00:21:00",11,TRUE,10657
"mockery","2016-10-25 08:30:00",4,TRUE,10658
"cablecuttr","2016-10-25 22:14:00",2,TRUE,10659
"countyweather","2016-10-25 22:17:00",1,FALSE,10660
"IRATER","2016-10-26 08:07:00",1,FALSE,10661
"clust.bin.pair","2016-10-26 08:37:00",1,FALSE,10662
"sf","2016-10-26 08:37:00",22,TRUE,10663
"tigreBrowserWriter","2016-10-26 13:43:00",2,TRUE,10664
"LatentREGpp","2016-10-27 09:09:00",2,TRUE,10665
"uiucthemes","2016-10-27 11:06:00",1,FALSE,10666
"GPrank","2016-10-27 15:40:00",2,TRUE,10667
"bigstep","2016-10-27 15:40:00",3,TRUE,10668
"fizzbuzzR","2016-10-27 15:40:00",1,FALSE,10669
"teda","2016-10-27 15:40:00",2,TRUE,10670
"spellcheckr","2016-10-28 08:04:00",1,FALSE,10671
"ggdmc","2016-10-28 08:51:00",3,TRUE,10672
"raptr","2016-10-28 08:51:00",4,TRUE,10673
"MIDN","2016-10-28 09:31:00",1,FALSE,10674
"BCSub","2016-10-29 08:48:00",3,TRUE,10675
"MatrixLDA","2016-10-29 08:48:00",1,FALSE,10676
"endogenous","2016-10-29 08:48:00",1,FALSE,10677
"geoGAM","2016-10-29 08:48:00",2,TRUE,10678
"spftir","2016-10-29 08:48:00",1,FALSE,10679
"triangulation","2016-10-29 11:47:00",1,FALSE,10680
"diagis","2016-10-29 20:24:00",3,TRUE,10681
"bigtcr","2016-10-30 15:11:00",1,FALSE,10682
"AdjBQR","2016-10-30 15:58:00",1,FALSE,10683
"RDota2","2016-10-30 15:58:00",1,FALSE,10684
"uqr","2016-10-30 15:58:00",3,TRUE,10685
"prediction","2016-10-30 21:02:00",4,TRUE,10686
"poio","2016-10-30 21:09:00",3,TRUE,10687
"mhtboot","2016-10-30 21:14:00",1,FALSE,10688
"gtheory","2016-10-30 21:16:00",1,FALSE,10689
"rgeoapi","2016-10-30 21:17:00",1,FALSE,10690
"ConR","2016-10-31 15:53:00",4,TRUE,10691
"outbreaks","2016-10-31 15:53:00",4,TRUE,10692
